Voltage,Current,Power,Energy,Frequency,PF
225.0000,0.4640,98.0000,0.2780,49.9000,0.9400
225.0000,0.4510,94.4000,0.2780,49.9000,0.9300
225.0000,0.4440,93.7000,0.2780,49.9000,0.9400
225.0000,0.4500,94.8000,0.2780,49.9000,0.9400
225.0000,0.4510,95.2000,0.2780,49.9000,0.9400
225.0000,0.4530,95.5000,0.2780,49.9000,0.9400
225.0000,0.4570,95.8000,0.2780,49.9000,0.9300
225.0000,0.4510,94.8000,0.2780,49.9000,0.9300
225.0000,0.4440,93.8000,0.2780,49.9000,0.9400
226.0000,0.4520,95.0000,0.2780,49.9000,0.9300
225.0000,0.4540,96.1000,0.2780,49.9000,0.9400
225.0000,0.4530,95.9000,0.2780,49.9000,0.9400
225.0000,0.4580,96.3000,0.2780,49.9000,0.9300
225.0000,0.4580,96.4000,0.2780,49.9000,0.9300
225.0000,0.4600,96.7000,0.2780,49.9000,0.9300
226.0000,0.4590,97.8000,0.2780,49.9000,0.9400
225.0000,0.4560,95.7000,0.2780,49.9000,0.9300
225.0000,0.4600,96.9000,0.2780,49.9000,0.9300
225.0000,0.4550,95.7000,0.2790,49.9000,0.9300
225.0000,0.4580,96.4000,0.2790,49.9000,0.9300
225.0000,0.4520,94.8000,0.2790,49.9000,0.9300
225.0000,0.4510,95.2000,0.2790,49.9000,0.9400
225.0000,0.4500,95.3000,0.2790,49.9000,0.9400
225.0000,0.4500,95.2000,0.2790,49.9000,0.9400
225.0000,0.4550,95.8000,0.2790,49.9000,0.9300
225.0000,0.4570,96.2000,0.2790,49.9000,0.9300
225.0000,0.4480,95.0000,0.2790,50.0000,0.9400
225.0000,0.4590,97.0000,0.2830,49.9000,0.9400
225.0000,0.4490,94.4000,0.2830,50.0000,0.9300
225.0000,0.4540,95.6000,0.2830,50.0000,0.9400
225.0000,0.4600,97.1000,0.2830,50.0000,0.9400
225.0000,0.4540,94.6000,0.2830,49.9000,0.9300
225.0000,0.4490,94.5000,0.2830,50.0000,0.9300
225.0000,0.4500,94.4000,0.2830,50.0000,0.9300
225.0000,0.4530,95.4000,0.2830,49.9000,0.9400
225.0000,0.4510,95.0000,0.2830,49.9000,0.9400
225.0000,0.4640,97.9000,0.2830,49.9000,0.9400
225.0000,0.4650,98.5000,0.2830,49.9000,0.9400
225.0000,0.4550,96.2000,0.2830,50.0000,0.9400
225.0000,0.4780,100.8000,0.2830,49.9000,0.9400
225.0000,0.4620,96.6000,0.2830,50.0000,0.9300
225.0000,0.4670,98.1000,0.2840,49.9000,0.9300
225.0000,0.4630,97.5000,0.2840,49.9000,0.9400
225.0000,0.4750,100.3000,0.2840,49.9000,0.9400
225.0000,0.4550,95.9000,0.2840,49.9000,0.9400
225.0000,0.4550,96.0000,0.2840,49.9000,0.9400
225.0000,0.4720,99.6000,0.2840,50.0000,0.9400
225.0000,0.4690,99.2000,0.2840,50.0000,0.9400
225.0000,0.4550,95.3000,0.2840,49.9000,0.9300
225.0000,0.4730,100.0000,0.2840,49.9000,0.9400
225.0000,0.4670,97.9000,0.2840,50.0000,0.9300
